station,n_chargers,faults,replication,seed,mean_utilization,mean_wait,p_wait_gt_10min,p_wait_gt_15min,throughput_per_hour,n_sessions,fault_fraction,drain_cap_hit
Nanhu_Technology Park,10,off,25,67,0.1674945964365044,0.0,0.0,0.0,1.6694444444444445,1202,0.0,False
Nanhu_Technology Park,10,off,26,68,0.17225938076932312,0.0,0.0,0.0,1.663888888888889,1198,0.0,False
Nanhu_Technology Park,10,off,27,69,0.1473374297024766,0.0,0.0,0.0,1.5819444444444444,1139,0.0,False
Nanhu_Technology Park,10,off,28,70,0.15078981498429742,0.0,0.0,0.0,1.6888888888888889,1216,0.0,False
Nanhu_Technology Park,10,off,29,71,0.1676512838457817,0.0,0.0,0.0,1.6513888888888888,1189,0.0,False
Nanhu_Technology Park,10,off,30,72,0.14612471686068693,0.0,0.0,0.0,1.625,1170,0.0,False
Nanhu_Technology Park,10,off,31,73,0.15833890190817787,0.0,0.0,0.0,1.6347222222222222,1177,0.0,False
Nanhu_Technology Park,10,off,32,74,0.15631650248450205,0.0,0.0,0.0,1.675,1206,0.0,False
Nanhu_Technology Park,10,off,33,75,0.17346765402152853,0.0,0.0,0.0,1.6861111111111111,1214,0.0,False
Nanhu_Technology Park,10,off,34,76,0.15645164375667878,0.0,0.0,0.0,1.613888888888889,1162,0.0,False
Nanhu_Technology Park,10,off,35,77,0.15979689970478253,0.0,0.0,0.0,1.6527777777777777,1190,0.0,False
Nanhu_Technology Park,10,off,36,78,0.14461962373491777,0.0,0.0,0.0,1.6472222222222221,1186,0.0,False
Nanhu_Technology Park,10,off,37,79,0.15681044915406303,0.0,0.0,0.0,1.6236111111111111,1169,0.0,False
Nanhu_Technology Park,10,off,38,80,0.15586013751410074,0.0,0.0,0.0,1.675,1206,0.0,False
Nanhu_Technology Park,10,off,39,81,0.16600581185560298,0.0,0.0,0.0,1.725,1242,0.0,False
